V_ds, I_dd, V_gs
0,0,3
0.1,6.65e-05
0.2,0.000126
0.3,0.0001785
0.4,0.000224
0.5,0.0002625
0.6,0.000294
0.7,0.0003185
0.8,0.000336
0.9,0.0003465
1,0.00035
1.1,0.00035
1.2,0.00035
1.3,0.00035
1.4,0.00035
1.5,0.00035
1.6,0.00035
1.7,0.00035
1.8,0.00035
1.9,0.00035
2,0.00035
2.1,0.00035
2.2,0.00035
2.3,0.00035
2.4,0.00035
2.5,0.00035
2.6,0.00035
2.7,0.00035
2.8,0.00035
2.9,0.00035
3,0.00035
3.1,0.00035
3.2,0.00035
3.3,0.00035
3.4,0.00035
3.5,0.00035
3.6,0.00035
3.7,0.00035
3.8,0.00035
3.9,0.00035
4,0.00035
4.1,0.00035
4.2,0.00035
4.3,0.00035
4.4,0.00035
4.5,0.00035
4.6,0.00035
4.7,0.00035
4.8,0.00035
4.9,0.00035
5,0.00035
5.1,0.00035
5.2,0.00035
5.3,0.00035
5.4,0.00035
5.5,0.00035
5.6,0.00035
5.7,0.00035
5.8,0.00035
5.9,0.00035
6,0.00035
6.1,0.00035
6.2,0.00035
6.3,0.00035
6.4,0.00035
6.5,0.00035
6.6,0.00035
6.7,0.00035
6.8,0.00035
6.9,0.00035
7,0.00035
7.1,0.00035
7.2,0.00035
7.3,0.00035
7.4,0.00035
7.5,0.00035
7.6,0.00035
7.7,0.00035
7.8,0.00035
7.9,0.00035
8,0.00035
8.1,0.00035
8.2,0.00035
8.3,0.00035
8.4,0.00035
8.5,0.00035
8.6,0.00035
8.7,0.00035
8.8,0.00035
8.9,0.00035
9,0.00035
9.1,0.00035
9.2,0.00035
9.3,0.00035
9.4,0.00035
9.5,0.00035
9.6,0.00035
9.7,0.00035
9.8,0.00035
9.9,0.00035
10,0.00035

